CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn,ticket_text,ticket_sentiment
0055-XXXXX,Female,0,Yes,No,37,62.11,2298.07,One year,Credit card (automatic),Yes,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,1,0,8,Medium (51-250),Retail,No,Our team is very satisfied with the service. performance has been very slow lately,-0.013333333333333345
0056-XXXXX,Male,0,No,No,48,110.3,5294.4,Month-to-month,Mailed check,Yes,Yes,Yes,No,No internet service,Yes,No,No,No internet service,Yes,0,24,6,Micro (<10),Finance,No,Customer support was very helpful with performance has been very slow lately. Thank you!,-0.18833333333333335
0057-XXXXX,Female,0,No,No,36,43.57,1568.52,One year,Electronic check,No,No,No phone service,No,No,No,No internet service,Yes,No,No,2,1,7,Large (251-1000),Consulting,No,The integration with API works perfectly. billing charged us twice this month,1.0
0058-XXXXX,Male,0,No,No,2,40.79,81.58,One year,Electronic check,No,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,1,6,4,Small (10-50),Healthcare,No,I would recommend this to other teams. our API integration is failing,-0.125
0059-XXXXX,Male,0,No,No,8,81.6,652.8,Two year,Credit card (automatic),No,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,1,2,7,Micro (<10),Consulting,No,The new mobile update is fantastic. our API integration is failing,0.2681818181818182
0060-XXXXX,Female,0,Yes,No,40,37.37,1494.8,Two year,Credit card (automatic),No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,2,2,4,Micro (<10),Finance,No,Customer support was very helpful with we need SSO integration for security. Thank you!,0.25
0061-XXXXX,Male,0,No,No,48,101.66,4879.68,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,No,No,Yes,No,No,Yes,No,1,5,6,Small (10-50),Manufacturing,Yes,I have submitted multiple tickets about our API integration is failing with no resolution.,0.0
0062-XXXXX,Female,0,No,No,18,52.39,943.02,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,No internet service,No,No,No,No,No,1,13,8,Micro (<10),Finance,Yes,Could you clarify the billing for email notifications are not working?,0.0
0063-XXXXX,Female,0,No,No,2,60.57,121.14,One year,Bank transfer (automatic),No,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,1,5,7,Large (251-1000),Manufacturing,No,I need to add more users to our account. the reports are not loading properly,0.25
0064-XXXXX,Female,0,Yes,No,5,86.82,434.1,Month-to-month,Mailed check,No,No,No phone service,No,No,Yes,No,No,No,No,1,9,6,Enterprise (1000+),Media,Yes,I need to add more users to our account. our API integration is failing,0.5
0065-XXXXX,Female,0,Yes,Yes,22,107.2,2358.4,One year,Bank transfer (automatic),No,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,2,0,7,Small (10-50),Consulting,No,Customer support was very helpful with the mobile app keeps crashing. Thank you!,0.25
0066-XXXXX,Female,0,No,No,62,87.59,5430.58,Two year,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,2,12,7,Small (10-50),Retail,No,I need to add more users to our account. performance has been very slow lately,-0.06333333333333335
0067-XXXXX,Male,1,Yes,Yes,30,27.72,831.6,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,No,Yes,No,No,2,12,10,Enterprise (1000+),Technology,Yes,We are considering switching to a competitor because our API integration is failing,0.0
0068-XXXXX,Male,0,Yes,No,71,52.23,3708.33,Two year,Mailed check,No,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,2,17,6,Small (10-50),Manufacturing,No,Please help me configure search. the analytics don't match our internal numbers,0.0
0069-XXXXX,Male,0,No,No,65,93.63,6085.95,Month-to-month,Electronic check,Yes,Yes,No,No,No internet service,No,No,No,Yes,No internet service,0,20,6,Small (10-50),Manufacturing,No,I regret signing up. billing charged us twice this month The platform keeps crashing.,0.0
0070-XXXXX,Male,0,No,No,62,109.48,6787.76,Two year,Mailed check,Yes,Yes,No,No,No,No internet service,No,No,Yes,Yes,1,8,2,Micro (<10),Real Estate,Yes,Your customer support is terrible. the data export feature is missing No one is helping me.,-0.6
0071-XXXXX,Male,0,No,Yes,70,81.95,5736.5,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,4,5,8,Small (10-50),Finance,No,I regret signing up. performance has been very slow lately The platform keeps crashing.,-0.34500000000000003
0072-XXXXX,Female,1,No,Yes,17,78.16,1328.72,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,0,10,9,Micro (<10),Education,No,We need assistance with email notifications are not working. Please advise.,0.0
0073-XXXXX,Male,0,No,No,71,56.36,4001.56,Month-to-month,Electronic check,No,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,1,0,7,Small (10-50),Real Estate,Yes,The pricing is too high for what we get. billing charged us twice this month,0.16
0074-XXXXX,Male,0,No,No,67,66.29,4441.43,Month-to-month,Electronic check,Yes,No,No phone service,Fiber optic,No,No,No,No,Yes,No,1,24,10,Medium (51-250),Real Estate,No,I've been experiencing email notifications are not working for weeks. Very disappointing.,-0.78
0075-XXXXX,Male,0,No,No,58,61.69,3578.02,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,2,3,7,Medium (51-250),Real Estate,No,We would like to upgrade our plan. the reports are not loading properly,0.0
0076-XXXXX,Male,0,No,No,14,23.8,333.2,One year,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,3,0,7,Micro (<10),Education,No,I have a question about we can't add new team members. Can someone help?,0.13636363636363635
0077-XXXXX,Female,0,No,Yes,21,20.45,429.45,Two year,Credit card (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,2,9,6,Large (251-1000),Other,No,I have a question about email notifications are not working. Can someone help?,0.0
0078-XXXXX,Female,0,Yes,No,47,80.3,3774.1,Two year,Mailed check,No,Yes,No,No,No,Yes,No,No,Yes,Yes,0,1,7,Medium (51-250),Other,No,Please help me configure analytics. billing charged us twice this month,0.0
0079-XXXXX,Female,1,Yes,No,3,69.49,208.47,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,2,0,5,Micro (<10),Real Estate,No,I have a question about our API integration is failing. Can someone help?,0.0
0080-XXXXX,Female,1,No,Yes,59,42.86,2528.74,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No,No,No internet service,Yes,No,No,1,9,6,Micro (<10),Consulting,No,Thank you for the quick response on we can't add new team members. Much appreciated.,0.22323232323232323
0081-XXXXX,Male,0,No,No,31,107.97,3347.07,Two year,Mailed check,Yes,Yes,No,DSL,No,No,No,No internet service,No,Yes,2,7,4,Micro (<10),Media,No,The billing feature is broken. the mobile app keeps crashing Fix it or I'm leaving.,-0.4
0082-XXXXX,Female,1,No,Yes,1,39.01,39.01,Month-to-month,Bank transfer (automatic),No,No,No phone service,No,No,No,Yes,No,No,No,1,1,7,Micro (<10),Media,Yes,We are considering switching to a competitor because the mobile app keeps crashing,0.0
0083-XXXXX,Male,0,No,Yes,21,88.65,1861.65,One year,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,2,6,5,Small (10-50),Other,No,This is unacceptable. we need SSO integration for security I want to cancel my subscription.,0.0
0084-XXXXX,Male,0,No,Yes,28,97.48,2729.44,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,2,1,6,Large (251-1000),Other,Yes,The pricing is too high for what we get. login issues affecting the whole team,0.18
0085-XXXXX,Male,1,Yes,No,47,102.69,4826.43,Two year,Electronic check,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,1,0,7,Small (10-50),Retail,No,The new analytics update is fantastic. we can't add new team members,0.22424242424242424
0086-XXXXX,Female,0,No,No,43,102.62,4412.66,Month-to-month,Electronic check,No,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,2,7,7,Medium (51-250),Other,Yes,Could you clarify the billing for performance has been very slow lately?,-0.34500000000000003
0087-XXXXX,Male,0,No,Yes,27,98.07,2647.89,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,3,0,6,Small (10-50),Real Estate,No,We need assistance with the data export feature is missing. Please advise.,-0.2
0088-XXXXX,Male,0,Yes,No,45,64.26,2891.7,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,2,3,8,Medium (51-250),Real Estate,Yes,I noticed the mobile app keeps crashing. Is this expected behavior?,-0.1
0089-XXXXX,Female,0,No,No,65,80.95,5261.75,One year,Bank transfer (automatic),No,Yes,No,No,No,Yes,No,No internet service,No,Yes,0,3,6,Small (10-50),Consulting,No,Our team is very satisfied with the service. the reports are not loading properly,0.325
0090-XXXXX,Male,0,No,No,25,104.45,2611.25,Month-to-month,Electronic check,No,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,1,1,4,Small (10-50),Education,Yes,We would like to upgrade our plan. performance has been very slow lately,-0.34500000000000003
0091-XXXXX,Female,0,No,Yes,27,60.49,1633.23,Two year,Mailed check,Yes,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,0,6,9,Medium (51-250),Retail,No,I would recommend this to other teams. the mobile app keeps crashing,-0.125
0092-XXXXX,Male,0,Yes,Yes,7,85.67,599.69,One year,Mailed check,Yes,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,1,20,6,Small (10-50),Healthcare,No,We need assistance with we can't add new team members. Please advise.,0.13636363636363635
0093-XXXXX,Male,0,Yes,Yes,27,34.28,925.56,Two year,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,2,1,6,Small (10-50),Retail,No,The user management feature could be improved. the dashboard keeps showing wrong data,-0.5
0094-XXXXX,Male,0,No,No,20,75.0,1500.0,Month-to-month,Electronic check,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,2,5,4,Micro (<10),Manufacturing,No,Customer support was very helpful with email notifications are not working. Thank you!,0.25
0095-XXXXX,Female,0,No,No,55,32.43,1783.65,One year,Electronic check,No,No,No phone service,DSL,No,No,No,No internet service,No internet service,No,0,1,5,Enterprise (1000+),Healthcare,No,Great product! our API integration is failing We love using it.,0.75
0096-XXXXX,Male,0,No,Yes,8,84.61,676.88,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,2,10,4,Medium (51-250),Retail,No,I have submitted multiple tickets about the reports are not loading properly with no resolution.,0.0
0097-XXXXX,Male,0,Yes,No,43,56.12,2413.16,Two year,Electronic check,Yes,No,No phone service,Fiber optic,Yes,No,No,No,No,No,1,11,5,Large (251-1000),Healthcare,No,I have a question about login issues affecting the whole team. Can someone help?,0.2
0098-XXXXX,Male,0,No,Yes,56,41.15,2304.4,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,1,4,9,Micro (<10),Retail,Yes,We are considering switching to a competitor because the analytics don't match our internal numbers,0.0
0099-XXXXX,Female,0,Yes,Yes,18,54.5,981.0,Month-to-month,Mailed check,No,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,1,20,7,Small (10-50),Media,No,Thank you for the quick response on we can't add new team members. Much appreciated.,0.22323232323232323
0100-XXXXX,Female,0,Yes,No,4,88.74,354.96,Month-to-month,Mailed check,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,2,24,4,Micro (<10),Media,Yes,The dashboard feature could be improved. performance has been very slow lately,-0.34500000000000003
0101-XXXXX,Female,1,Yes,Yes,49,109.51,5365.99,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,2,12,7,Medium (51-250),Healthcare,No,We need assistance with the reports are not loading properly. Please advise.,0.0
0102-XXXXX,Male,0,No,Yes,42,19.38,813.96,Two year,Electronic check,No,Yes,No,Fiber optic,No,No internet service,No,No,No,No,3,21,6,Small (10-50),Retail,No,Extremely poor experience. the reports are not loading properly I want a refund.,-0.2
0103-XXXXX,Female,0,No,No,41,35.12,1439.92,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,1,1,7,Medium (51-250),Media,No,We've been using this for performance has been very slow lately and it's been excellent.,0.10333333333333332
0104-XXXXX,Female,0,Yes,No,64,89.18,5707.52,One year,Credit card (automatic),Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2,18,7,Medium (51-250),Media,No,The integration feature could be improved. we need SSO integration for security,0.0
0105-XXXXX,Female,0,No,No,7,75.41,527.87,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,1,8,7,Large (251-1000),Media,No,Our team is very satisfied with the service. the reports are not loading properly,0.325
